title_normalized,title_original,tmdb_id,year,director,tmdb_genres,overview,country,nanogenres,themes,lb_url
out in the open,Out in the Open,630018,2019,Benito Zambrano,Drama,"A boy escaped from home, listening, crouched in the depths of his hiding place, the cries of the men who seek him. When the game passes, what remains before him is an infinite and arid plain that he must cross if he wants to get away definitively from what has made him flee. His steps will intersect with those of a pastor and, from that moment, nothing will be the same for either of them.",PT,,group|killer|town|school|young,https://boxd.it/nlfw
lullaby,Lullaby,702621,2022,John R. Leonetti,Horror,A new mother discovers a lullaby in an ancient book and soon regards the song as a blessing. But her world transforms into a nightmare when the lullaby brings forth the ancient demon Lilith.,CA,,family|mother|son|home|woman,https://boxd.it/vvUA
descendants,Descendants,277217,2015,Kenny Ortega,Family|Adventure|Fantasy|TV Movie|Music,"A present-day idyllic kingdom where the benevolent teenage son of King Adam and Queen Belle offers a chance of redemption for the troublemaking offspring of Disney's classic villains: Cruella De Vil (Carlos), Maleficent (Mal), the Evil Queen (Evie) and Jafar (Jay).",US,"Animation, Jokes, Cute|Charm, Imaginative, Magic|School, Popular, Lucky|Jokes, School, 1990s|Cliche, Girls, Chick-Flick|Gag, Cartoon, Sweet|Musical, Loves, Voices|Cartoon, Magic, Colorful|Animation, Catchy, Childhood|Delightful, Musical, Enchanted",princess|fairy|kingdom|evil|prince,https://boxd.it/8rMm
nineteen on fire,Nineteen on Fire,831843,2021,Ryan Simpkins,Comedy,"Beth wakes up after a night she can't remember to discover her guitar missing. She'll go through hell to get it back. But, like, after some aspirin.",US,,old|mother|year|family|girl,https://boxd.it/vmhE
descendants 2,Descendants 2,417320,2017,Kenny Ortega,Family|Fantasy|TV Movie|Adventure|Music,"When the pressure to be royal becomes too much for Mal, she returns to the Isle of the Lost where her archenemy Uma, Ursula's daughter, has taken her spot as self-proclaimed queen.",US,"Lyrics, Choreography, Broadway|Animation, Songs, Child|Kids, Adventure, Rescue|Animation, Jokes, Cute|Cartoon, Singing, Colorful|Heartfelt, Singing, Troubled|Imaginative, Child, Magic|Witty, Silly, Cartoon|Charming, Singing, Beloved|Tune, Lesson, Pleasant",princess|fairy|kingdom|evil|prince,https://boxd.it/eJMG
descendants 3,Descendants 3,506574,2019,Kenny Ortega,Family|TV Movie|Adventure|Fantasy|Music,The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.,US,"Family, Friendship, Overcome|Lyrics, Choreography, Broadway|Jokes, Kids, Cool|Cry, Cute, Loving|Cry, Colorful, Spirit|Charm, Enchanted, Fantasy|Sweet, Loving, Crying|Cry, Dancing, Sweet|Tune, Family, Dream|Fighting, Evil, Exciting",princess|fairy|kingdom|evil|prince,https://boxd.it/ijcg
descendants: the rise of red,Descendants: The Rise of Red,974262,2024,Jennifer Phang,Fantasy|Adventure|Family|Comedy,"After the Queen of Hearts incites a coup on Auradon, her rebellious daughter Red and Cinderella's perfectionist daughter Chloe join forces and travel back in time to try to undo the traumatic event that set Red's mother down her villainous path.",US,"Animation, Songs, Child|Lyrics, Choreography, Broadway|Sweet, Loving, Crying|Animation, Jokes, Cute|Sweet, Prince, Fairy-Tale|Delightful, Musical, Enchanted|Cartoon, Magic, Colorful|Tune, Delightful, Ballad|Feelings, Lyrics, Romance|Lyrics, Musically, Popularity",princess|fairy|kingdom|evil|prince,https://boxd.it/ANk6
annie,Annie,196867,2014,Will Gluck,Comedy|Drama|Family,"Annie is a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan. But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks—advised by his brilliant VP and his shrewd and scheming campaign advisor—makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around.",US,"Lyrics, Choreography, Broadway|Lyrics, Cute, Popular|Jokes, Musical, Lovable|Singing, Families, Choreography|Musical, Lovely, Dream|Funny, Catchy, Endearing|Musical, Charming, Joy|Charm, Endearing, Cynical|Musical, Charm, Adorable|Cute, Singing, Uplifting",love|life|relationship|new|family,https://boxd.it/5W4u
the consequences of feminism,The Consequences of Feminism,120026,1906,Alice Guy-Blaché,Comedy,It's a society in which gender roles are switched. Will men stand to be unequal?,FR,,woman|love|story|film|life,https://boxd.it/3YMY
to kill a child,To Kill a Child,550293,1953,Gösta Werner,Drama,"In a Swedish village, situated in a rural idyll, a father, mother and little daughter are preparing breakfast on a Sunday morning. The family is looking forward to the boat trip that is to follow. The little girl's thoughts are already completely on the water. But there is no sugar in the house, so the mother sends her little daughter to the neighbor across the street to quickly get some. Two villages further on, a young man is filling up his car with gas so that he can drive to the Baltic Sea with his girlfriend. In their convertible, the young people feel blithe and free on the country road and race towards the village where the little girl is just crossing the street with the sugar to return home.",SE,,family|mother|son|home|woman,https://boxd.it/k6kK
guillermo del toro's pinocchio: handcarved cinema,Guillermo del Toro's Pinocchio: Handcarved Cinema,1059301,2022,Javier Antonio Soto,Documentary,"With mesmerizing footage and time lapses of animators at work, this behind-the-scenes special captures the artistry of a unique tale years in the making.",US,,film|life|music|documentary|album,https://boxd.it/E4XU
hotel transylvania 3: summer vacation,Hotel Transylvania 3: Summer Vacation,400155,2018,Genndy Tartakovsky,Animation|Comedy|Family|Fantasy,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",US,"Gag, Cartoon, Cool|Animation, Magic, Colorful|Silly, Witty, Loves|Funny, Kids, Imaginative|Cartoon, Action, Adventure|Slapstick, Adorable, Kids|Animation, Jokes, Cute|Voices, Kids, Toy|Jokes, Singing, Kids|Hilarious, Charm, Adorable",vampire|life|young|dracula|tokyo,https://boxd.it/e1zI
smurfs: the lost village,Smurfs: The Lost Village,137116,2017,Kelly Asbury,Family|Comedy|Adventure|Animation,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",CN,"Cartoon, Magic, Colorful|Amusing, Cool, Spirit|Animation, Jokes, Cute|Animation, Songs, Colorful|Cartoon, Evil, Adventure|Songs, Cute, Antics|Funny, Animation, Adventure|Musical, Adorable, Voices|Silly, Witty, Loves|Gag, Wit, Comical",king|dragon|world|war|prince,https://boxd.it/4pCG
voodont,Voodont,553762,2017,Deanna Werthauer,Animation,A voodoo doll comes to life.,US,,family|mother|son|home|woman,https://boxd.it/kfmU
la primera vigilia,La Primera Vigilia,1244226,2023,Felipe Otaño,,,AR,,,https://boxd.it/Lj32
the bewitched house,The Bewitched House,138730,1907,Segundo de Chomón,Comedy|Fantasy|Animation|Horror,"A group of travellers go into a house for protection. Little do they know, it is filled with ghosts who make unusual things happen to them.",FR,,group|killer|town|school|young,https://boxd.it/4sgS
nadie puede ser tan malo haciendo café,Nadie puede ser tan malo haciendo café,1229689,2018,Kevin Webster,Fantasy|Drama,,UY,,,https://boxd.it/KGU2
stranger,Stranger,43671,2001,Cheryl Dunye,Crime|Drama,"After a stint in a juvenile detention center, Treasure is transferred to an adult prison where her mother, whom she has never met, is also imprisoned. Before long, Treasure encounters Brownie, a lifer and gang leader. Brownie reveals that she is Treasure's mother, and takes the girl under her wing, protecting her from the dangers of hardcore prison life. But some women in Brownie's gang resent Treasure's presence, leading to violent conflict.",US,,cat|monster|high|new|pirate,https://boxd.it/OkH4
carol & the end of the world,Carol & the End of the World,1414189,2023,Jussi Buckbee|Anna Fleischle,Music|Family,"A Christmas classic revisited in dance form at the Finnish National Opera: Charles Dickens' A Christmas Carol. It's the story of Ebenezer Scrooge, a grumpy, miserly old man who, on Christmas Eve, is visited by the ghosts of Christmas past, present and future. A magical tale popular with all ages, adapted into a ballet by an all-British artistic team including composer Sally Beamish and choreographer David Bintley.",FI,"Intelligent, Moving, Creativity|Cry, Sadness, Uplifting|Comedian, Silly, Satire|Humorous, Wit, Trip|Jokes, Quirky, Co-Worker|Humorous, Depressed, Frustrated|Relationships, Depressing, Sadness|Comedy, Genius, Gross|Friendship, Thoughtful, Subtlety|Comedy, Bizarre, Crazy",christmas|santa|harry|charlie|muppets,https://boxd.it/KihU
under the sea: a descendants story,Under the Sea: A Descendants Story,551298,2018,Hasraf Dulull,Music|TV Movie|Fantasy,Mal emerges from the shadows of a mystical forest onto a dark coastline where she crosses paths with Dizzy.,US,,old|mother|year|family|girl,https://boxd.it/k9iC
forky asks a question: what is reading?,Forky Asks a Question: What Is Reading?,662666,2020,Bob Peterson,Animation|Family|Comedy,"The energetic Peas-n-a-Pod siblings teach Forky about reading and how it is done, with a little help from Mr. Spell",US,,christmas|santa|harry|charlie|muppets,https://boxd.it/oF8i
forky asks a question: what is money?,Forky Asks a Question: What Is Money?,660851,2019,Bob Peterson,Animation|Family|Comedy,Forky Asks a Question: What is Money? Hamm attempts to give Forky a lesson on how the US monetary system works.,US,,christmas|santa|harry|charlie|muppets,https://boxd.it/oAC8
forky asks a question: what is a friend?,Forky Asks a Question: What Is a Friend?,660855,2019,Bob Peterson,Animation|Family|Comedy,Forky shares his thoughts on what makes a good friend based on his limited exposure to the world inside Bonnie’s house.,US,,christmas|santa|harry|charlie|muppets,https://boxd.it/oAMi
forky asks a question: what is art?,Forky Asks a Question: What Is Art?,660856,2019,Bob Peterson,Animation|Family|Comedy,Mr. Pricklepants tells Forky about the complexities of being an actor and the art of performance.,US,,christmas|santa|harry|charlie|muppets,https://boxd.it/oABk
forky asks a question: what is cheese?,Forky Asks a Question: What Is Cheese?,660867,2020,Bob Peterson,Animation|Family|Comedy,"Buttercup, annoyed with all of Forky's questions, speed teaches everything there is.",US,,christmas|santa|harry|charlie|muppets,https://boxd.it/oACs
forky asks a question: what is love?,Forky Asks a Question: What Is Love?,660859,2019,Bob Peterson,Animation|Family|Comedy,"Forky attempts to understand the concept of love from Bonnie’s elder toys who believe they’ve been there, done that.",US,,christmas|santa|harry|charlie|muppets,https://boxd.it/oABa
forky asks a question: what is a computer?,Forky Asks a Question: What Is a Computer?,660861,2019,Bob Peterson,Animation|Family|Comedy,Trixie explains to Forky what a computer does as they experience the common stresses of technology.,US,,christmas|santa|harry|charlie|muppets,https://boxd.it/oAS6
forky asks a question: what is a leader?,Forky Asks a Question: What Is a Leader?,660862,2019,Bob Peterson,Animation|Family|Comedy,"Dolly teaches Forky about the qualities of a good leader, and Forky puts those qualities to the test!",US,,christmas|santa|harry|charlie|muppets,https://boxd.it/oABE
forky asks a question: what is a pet?,Forky Asks a Question: What Is a Pet?,660866,2019,Bob Peterson,Animation|Family|Comedy,"Forky meets Rib Tickles and finds her charming and pleasant, only to be schooled by Rib on the dangers of law enforcement.",US,,christmas|santa|harry|charlie|muppets,https://boxd.it/oAOS
forky asks a question: what is time?,Forky Asks a Question: What Is Time?,660858,2019,Bob Peterson,Animation|Family|Comedy,Rex uses the age of dinosaurs as an example to give Forky an understanding of the concept of time.,US,,earth|planet|world|space|new,https://boxd.it/oAB0
carl's date,Carl's Date,1076364,2023,Bob Peterson,Animation|Family|Comedy|Romance,"Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",US,,friends|love|couple|woman|young,https://boxd.it/EInC
